[#I]Device Description,,,
7/4/2023,4:53:30 PM,28.4,36.8
7/4/2023,4:54:30 PM,28.4,36.8
7/4/2023,4:55:30 PM,28.3,36.9
7/4/2023,4:56:30 PM,28.1,37
7/4/2023,4:57:30 PM,28,37
7/4/2023,4:58:30 PM,28,37.1
7/4/2023,4:59:30 PM,27.9,37.2
7/4/2023,5:00:30 PM,27.8,37.3
7/4/2023,5:01:30 PM,27.7,37.3
7/4/2023,5:02:30 PM,27.5,37.4
7/4/2023,5:03:30 PM,27.5,37.5
7/4/2023,5:04:30 PM,27.4,37.5
7/4/2023,5:05:30 PM,27.3,37.6
7/4/2023,5:06:30 PM,27.2,37.6
7/4/2023,5:07:30 PM,27.1,37.7
7/4/2023,5:08:30 PM,27.1,37.8
7/4/2023,5:09:30 PM,27,37.9
7/4/2023,5:10:30 PM,26.9,37.9
7/4/2023,5:11:30 PM,26.8,38
7/4/2023,5:12:30 PM,26.8,38.1
7/4/2023,5:13:30 PM,26.6,38.1
7/4/2023,5:14:30 PM,26.5,38.2
7/4/2023,5:15:30 PM,26.5,38.3
7/4/2023,5:16:30 PM,26.4,38.3
7/4/2023,5:17:30 PM,26.3,38.4
7/4/2023,5:18:30 PM,26.3,38.4
7/4/2023,5:19:30 PM,26.1,38.5
7/4/2023,5:20:30 PM,26.1,38.6
7/4/2023,5:21:30 PM,26,38.6
7/4/2023,5:22:30 PM,26,38.7
7/4/2023,5:23:30 PM,25.9,38.8
7/4/2023,5:24:30 PM,25.8,38.8
7/4/2023,5:25:30 PM,25.7,38.9
7/4/2023,5:26:30 PM,25.7,38.9
7/4/2023,5:27:30 PM,25.6,39
7/4/2023,5:28:30 PM,25.5,39.1
7/4/2023,5:29:30 PM,25.4,39.1
7/4/2023,5:30:30 PM,25.3,39.2
7/4/2023,5:31:30 PM,25.3,39.2
7/4/2023,5:32:30 PM,25.2,39.3
7/4/2023,5:33:30 PM,25.2,39.4
7/4/2023,5:34:30 PM,25.1,39.4
7/4/2023,5:35:30 PM,25,39.5
7/4/2023,5:36:30 PM,25,39.5
7/4/2023,5:37:30 PM,24.9,39.6
7/4/2023,5:38:30 PM,24.9,39.7
7/4/2023,5:39:30 PM,24.7,39.7
7/4/2023,5:40:30 PM,24.7,39.8
7/4/2023,5:41:30 PM,24.7,39.8
7/4/2023,5:42:30 PM,24.6,39.9
7/4/2023,5:43:30 PM,24.6,39.9
7/4/2023,5:44:30 PM,24.4,40
7/4/2023,5:45:30 PM,24.4,40
7/4/2023,5:46:30 PM,24.3,40.1
7/4/2023,5:47:30 PM,24.3,40.1
7/4/2023,5:48:30 PM,24.3,40.2
7/4/2023,5:49:30 PM,24.2,40.2
7/4/2023,5:50:30 PM,24.1,40.3
7/4/2023,5:51:30 PM,24.1,40.3
7/4/2023,5:52:30 PM,24,40.4
7/4/2023,5:53:30 PM,24,40.4
7/4/2023,5:54:30 PM,23.9,40.5
7/4/2023,5:55:30 PM,23.8,40.5
7/4/2023,5:56:30 PM,23.8,40.6
7/4/2023,5:57:30 PM,23.7,40.6
7/4/2023,5:58:30 PM,23.6,40.7
7/4/2023,5:59:30 PM,23.6,40.7
7/4/2023,6:00:30 PM,23.6,40.8
7/4/2023,6:01:30 PM,23.5,40.8
7/4/2023,6:02:30 PM,23.5,40.9
7/4/2023,6:03:30 PM,23.5,40.9
7/4/2023,6:04:30 PM,23.4,41
7/4/2023,6:05:30 PM,23.3,41
7/4/2023,6:06:30 PM,23.3,41.1
7/4/2023,6:07:30 PM,23.2,41.1
7/4/2023,6:08:30 PM,23.2,41.1
7/4/2023,6:09:30 PM,23.1,41.2
7/4/2023,6:10:30 PM,23,41.2
7/4/2023,6:11:30 PM,23,41.3
7/4/2023,6:12:30 PM,23,41.3
7/4/2023,6:13:30 PM,22.9,41.4
7/4/2023,6:14:30 PM,22.9,41.4
7/4/2023,6:15:30 PM,22.8,41.5
7/4/2023,6:16:30 PM,22.7,41.5
7/4/2023,6:17:30 PM,22.7,41.5
7/4/2023,6:18:30 PM,22.7,41.6
7/4/2023,6:19:30 PM,22.7,41.6
7/4/2023,6:20:30 PM,22.6,41.7
7/4/2023,6:21:30 PM,22.6,41.7
7/4/2023,6:22:30 PM,22.6,41.7
7/4/2023,6:23:30 PM,22.5,41.8
7/4/2023,6:24:30 PM,22.4,41.9
7/4/2023,6:25:30 PM,22.4,41.9
7/4/2023,6:26:30 PM,22.3,41.9
7/4/2023,6:27:30 PM,22.3,42
7/4/2023,6:28:30 PM,22.2,42
7/4/2023,6:29:30 PM,22.1,42.1
7/4/2023,6:30:30 PM,22.1,42.1
7/4/2023,6:31:30 PM,22,42.1
7/4/2023,6:32:30 PM,22,42.2
7/4/2023,6:33:30 PM,22,42.2
7/4/2023,6:34:30 PM,22,42.3
7/4/2023,6:35:30 PM,21.9,42.3
7/4/2023,6:36:30 PM,21.8,42.4
7/4/2023,6:37:30 PM,21.8,42.4
7/4/2023,6:38:30 PM,21.8,42.4
7/4/2023,6:39:30 PM,21.8,42.5
7/4/2023,6:40:30 PM,21.7,42.5
7/4/2023,6:41:30 PM,21.7,42.5
7/4/2023,6:42:30 PM,21.7,42.6
7/4/2023,6:43:30 PM,21.7,42.6
7/4/2023,6:44:30 PM,21.6,42.7
7/4/2023,6:45:30 PM,21.5,42.7
7/4/2023,6:46:30 PM,21.4,42.7
7/4/2023,6:47:30 PM,21.4,42.8
7/4/2023,6:48:30 PM,21.4,42.8
7/4/2023,6:49:30 PM,21.4,42.9
7/4/2023,6:50:30 PM,21.3,42.9
7/4/2023,6:51:30 PM,21.2,43
7/4/2023,6:52:30 PM,21.2,43
7/4/2023,6:53:30 PM,21.2,43.1
7/4/2023,6:54:30 PM,21.2,43.1
7/4/2023,6:55:30 PM,21.1,43.1
7/4/2023,6:56:30 PM,21.1,43.2
7/4/2023,6:57:30 PM,21.1,43.2
7/4/2023,6:58:30 PM,21,43.3
7/4/2023,6:59:30 PM,21,43.3
7/4/2023,7:00:30 PM,21,43.3
7/4/2023,7:01:30 PM,20.9,43.3
7/4/2023,7:02:30 PM,20.9,43.4
7/4/2023,7:03:30 PM,20.9,43.4
7/4/2023,7:04:30 PM,20.8,43.5
7/4/2023,7:05:30 PM,20.8,43.5
7/4/2023,7:06:30 PM,20.7,43.5
7/4/2023,7:07:30 PM,20.7,43.6
7/4/2023,7:08:30 PM,20.7,43.6
7/4/2023,7:09:30 PM,20.6,43.6
7/4/2023,7:10:30 PM,20.6,43.7
7/4/2023,7:11:30 PM,20.5,43.7
7/4/2023,7:12:30 PM,20.5,43.8
7/4/2023,7:13:30 PM,20.5,43.8
7/4/2023,7:14:30 PM,20.4,43.8
7/4/2023,7:15:30 PM,20.4,43.8
7/4/2023,7:16:30 PM,20.4,43.9
7/4/2023,7:17:30 PM,20.4,43.9
7/4/2023,7:18:30 PM,20.4,43.9
7/4/2023,7:19:30 PM,20.4,44
7/4/2023,7:20:30 PM,20.3,44
7/4/2023,7:21:30 PM,20.2,44
7/4/2023,7:22:30 PM,20.2,44.1
7/4/2023,7:23:30 PM,20.2,44.1
7/4/2023,7:24:30 PM,20.2,44.1
7/4/2023,7:25:30 PM,20.2,44.2
7/4/2023,7:26:30 PM,20.2,44.2
7/4/2023,7:27:30 PM,20.1,44.2
7/4/2023,7:28:30 PM,20,44.3
7/4/2023,7:29:30 PM,20,44.3
7/4/2023,7:30:30 PM,20.1,44.4
7/4/2023,7:31:30 PM,20,44.4
7/4/2023,7:32:30 PM,19.9,44.4
7/4/2023,7:33:30 PM,19.9,44.5
7/4/2023,7:34:30 PM,19.9,44.5
7/4/2023,7:35:30 PM,19.9,44.5
7/4/2023,7:36:30 PM,19.8,44.5
7/4/2023,7:37:30 PM,19.8,44.6
7/4/2023,7:38:30 PM,19.8,44.6
7/4/2023,7:39:30 PM,19.8,44.7
7/4/2023,7:40:30 PM,19.7,44.7
7/4/2023,7:41:30 PM,19.6,44.7
7/4/2023,7:42:30 PM,19.6,44.7
7/4/2023,7:43:30 PM,19.6,44.8
7/4/2023,7:44:30 PM,19.6,44.8
7/4/2023,7:45:30 PM,19.5,44.8
7/4/2023,7:46:30 PM,19.5,44.9
7/4/2023,7:47:30 PM,19.6,44.9
7/4/2023,7:48:30 PM,19.5,44.9
7/4/2023,7:49:30 PM,19.5,45
7/4/2023,7:50:30 PM,19.5,45
7/4/2023,7:51:30 PM,19.5,45
7/4/2023,7:52:30 PM,19.4,45
7/4/2023,7:53:30 PM,19.4,45
7/4/2023,7:54:30 PM,19.4,45.1
7/4/2023,7:55:30 PM,19.4,45.1
7/4/2023,7:56:30 PM,19.3,45.1
7/4/2023,7:57:30 PM,19.3,45.2
7/4/2023,7:58:30 PM,19.3,45.2
7/4/2023,7:59:30 PM,19.3,45.2
7/4/2023,8:00:30 PM,19.2,45.3
7/4/2023,8:01:30 PM,19.2,45.3
7/4/2023,8:02:30 PM,19.2,45.3
7/4/2023,8:03:30 PM,19.2,45.4
7/4/2023,8:04:30 PM,19.1,45.4
7/4/2023,8:05:30 PM,19.1,45.4
7/4/2023,8:06:30 PM,19,45.5
7/4/2023,8:07:30 PM,19,45.5
7/4/2023,8:08:30 PM,18.9,45.5
7/4/2023,8:09:30 PM,19,45.5
7/4/2023,8:10:30 PM,19,45.6
7/4/2023,8:11:30 PM,19,45.6
7/4/2023,8:12:30 PM,19,45.6
7/4/2023,8:13:30 PM,18.9,45.6
7/4/2023,8:14:30 PM,18.9,45.7
7/4/2023,8:15:30 PM,18.9,45.7
7/4/2023,8:16:30 PM,18.9,45.7
7/4/2023,8:17:30 PM,18.8,45.7
7/4/2023,8:18:30 PM,18.8,45.8
7/4/2023,8:19:30 PM,18.7,45.8
7/4/2023,8:20:30 PM,18.8,45.8
7/4/2023,8:21:30 PM,18.7,45.8
7/4/2023,8:22:30 PM,18.7,45.9
7/4/2023,8:23:30 PM,18.7,45.9
7/4/2023,8:24:30 PM,18.7,45.9
7/4/2023,8:25:30 PM,18.7,45.9
7/4/2023,8:26:30 PM,18.7,46
7/4/2023,8:27:30 PM,18.7,46
7/4/2023,8:28:30 PM,18.7,46
7/4/2023,8:29:30 PM,18.6,46
7/4/2023,8:30:30 PM,18.6,46.1
7/4/2023,8:31:30 PM,18.6,46.1
7/4/2023,8:32:30 PM,18.6,46.1
7/4/2023,8:33:30 PM,18.6,46.2
7/4/2023,8:34:30 PM,18.5,46.2
7/4/2023,8:35:30 PM,18.5,46.2
7/4/2023,8:36:30 PM,18.5,46.2
7/4/2023,8:37:30 PM,18.4,46.3
7/4/2023,8:38:30 PM,18.4,46.3
7/4/2023,8:39:30 PM,18.3,46.3
7/4/2023,8:40:30 PM,18.3,46.3
7/4/2023,8:41:30 PM,18.3,46.4
7/4/2023,8:42:30 PM,18.3,46.4
7/4/2023,8:43:30 PM,18.3,46.4
7/4/2023,8:44:30 PM,18.2,46.4
7/4/2023,8:45:30 PM,18.3,46.5
7/4/2023,8:46:30 PM,18.3,46.5
7/4/2023,8:47:30 PM,18.3,46.5
7/4/2023,8:48:30 PM,18.3,46.6
7/4/2023,8:49:30 PM,18.3,46.6
7/4/2023,8:50:30 PM,18.3,46.6
7/4/2023,8:51:30 PM,18.2,46.6
7/4/2023,8:52:30 PM,18.2,46.7
7/4/2023,8:53:30 PM,18.2,46.7
7/4/2023,8:54:30 PM,18.2,46.7
7/4/2023,8:55:30 PM,18.1,46.8
7/4/2023,8:56:30 PM,18.1,46.8
7/4/2023,8:57:30 PM,18.1,46.8
7/4/2023,8:58:30 PM,18.1,46.8
7/4/2023,8:59:30 PM,18.1,46.8
7/4/2023,9:00:30 PM,18,46.9
7/4/2023,9:01:30 PM,18,46.9
7/4/2023,9:02:30 PM,18,46.9
7/4/2023,9:03:30 PM,18,46.9
7/4/2023,9:04:30 PM,18,47
7/4/2023,9:05:30 PM,18,47
7/4/2023,9:06:30 PM,18,47
7/4/2023,9:07:30 PM,18,47
7/4/2023,9:08:30 PM,17.9,47.1
7/4/2023,9:09:30 PM,17.8,47.1
7/4/2023,9:10:30 PM,17.8,47.1
7/4/2023,9:11:30 PM,17.8,47.1
7/4/2023,9:12:30 PM,17.8,47.2
7/4/2023,9:13:30 PM,17.8,47.2
7/4/2023,9:14:30 PM,17.8,47.2
7/4/2023,9:15:30 PM,17.8,47.2
7/4/2023,9:16:30 PM,17.8,47.2
7/4/2023,9:17:30 PM,17.8,47.3
7/4/2023,9:18:30 PM,17.8,47.3
7/4/2023,9:19:30 PM,17.8,47.3
7/4/2023,9:20:30 PM,17.8,47.3
7/4/2023,9:21:30 PM,17.8,47.4
7/4/2023,9:22:30 PM,17.8,47.4
7/4/2023,9:23:30 PM,17.8,47.4
7/4/2023,9:24:30 PM,17.8,47.4
7/4/2023,9:25:30 PM,17.7,47.4
7/4/2023,9:26:30 PM,17.7,47.5
7/4/2023,9:27:30 PM,17.7,47.5
7/4/2023,9:28:30 PM,17.7,47.5
7/4/2023,9:29:30 PM,17.6,47.5
7/4/2023,9:30:30 PM,17.6,47.5
7/4/2023,9:31:30 PM,17.6,47.5
7/4/2023,9:32:30 PM,17.6,47.6
7/4/2023,9:33:30 PM,17.6,47.6
7/4/2023,9:34:30 PM,17.6,47.6
7/4/2023,9:35:30 PM,17.6,47.6
7/4/2023,9:36:30 PM,17.6,47.7
7/4/2023,9:37:30 PM,17.6,47.7
7/4/2023,9:38:30 PM,17.6,47.7
7/4/2023,9:39:30 PM,17.5,47.7
7/4/2023,9:40:30 PM,17.5,47.7
7/4/2023,9:41:30 PM,17.5,47.8
7/4/2023,9:42:30 PM,17.5,47.8
7/4/2023,9:43:30 PM,17.5,47.8
7/4/2023,9:44:30 PM,17.5,47.8
7/4/2023,9:45:30 PM,17.5,47.8
7/4/2023,9:46:30 PM,17.4,47.9
7/4/2023,9:47:30 PM,17.4,47.9
7/4/2023,9:48:30 PM,17.3,47.9
7/4/2023,9:49:30 PM,17.3,47.9
7/4/2023,9:50:30 PM,17.3,47.9
7/4/2023,9:51:30 PM,17.3,48
7/4/2023,9:52:30 PM,17.3,48
7/4/2023,9:53:30 PM,17.3,48
7/4/2023,9:54:30 PM,17.4,48
7/4/2023,9:55:30 PM,17.3,48
7/4/2023,9:56:30 PM,17.3,48.1
7/4/2023,9:57:30 PM,17.3,48.1
7/4/2023,9:58:30 PM,17.3,48.1
7/4/2023,9:59:30 PM,17.3,48.1
7/4/2023,10:00:30 PM,17.2,48.1
7/4/2023,10:01:30 PM,17.2,48.2
7/4/2023,10:02:30 PM,17.2,48.2
7/4/2023,10:03:30 PM,17.2,48.2
7/4/2023,10:04:30 PM,17.2,48.2
7/4/2023,10:05:30 PM,17.2,48.2
7/4/2023,10:06:30 PM,17.2,48.2
7/4/2023,10:07:30 PM,17.2,48.3
7/4/2023,10:08:30 PM,17.2,48.3
7/4/2023,10:09:30 PM,17.1,48.3
7/4/2023,10:10:30 PM,17.1,48.3
7/4/2023,10:11:30 PM,17.2,48.3
7/4/2023,10:12:30 PM,17.2,48.4
7/4/2023,10:13:30 PM,17.1,48.4
7/4/2023,10:14:30 PM,17.2,48.4
7/4/2023,10:15:30 PM,17.2,48.4
7/4/2023,10:16:30 PM,17.1,48.4
7/4/2023,10:17:30 PM,17.2,48.4
7/4/2023,10:18:30 PM,17.2,48.4
7/4/2023,10:19:30 PM,17.2,48.5
7/4/2023,10:20:30 PM,17.2,48.5
7/4/2023,10:21:30 PM,17.2,48.5
7/4/2023,10:22:30 PM,17.1,48.5
7/4/2023,10:23:30 PM,17,48.5
7/4/2023,10:24:30 PM,17.1,48.5
7/4/2023,10:25:30 PM,17,48.6
7/4/2023,10:26:30 PM,17,48.6
7/4/2023,10:27:30 PM,17,48.6
7/4/2023,10:28:30 PM,17,48.6
7/4/2023,10:29:30 PM,17,48.6
7/4/2023,10:30:30 PM,17,48.6
7/4/2023,10:31:30 PM,17,48.6
7/4/2023,10:32:30 PM,17,48.6
7/4/2023,10:33:30 PM,17,48.7
7/4/2023,10:34:30 PM,17,48.7
7/4/2023,10:35:30 PM,16.9,48.7
7/4/2023,10:36:30 PM,16.9,48.7
7/4/2023,10:37:30 PM,17,48.7
7/4/2023,10:38:30 PM,16.9,48.8
7/4/2023,10:39:30 PM,16.9,48.8
7/4/2023,10:40:30 PM,16.9,48.8
7/4/2023,10:41:30 PM,16.9,48.8
7/4/2023,10:42:30 PM,16.9,48.8
7/4/2023,10:43:30 PM,17,48.8
7/4/2023,10:44:30 PM,16.9,48.8
7/4/2023,10:45:30 PM,16.9,48.9
7/4/2023,10:46:30 PM,16.9,48.9
7/4/2023,10:47:30 PM,16.9,48.9
7/4/2023,10:48:30 PM,16.9,48.9
7/4/2023,10:49:30 PM,16.9,48.9
7/4/2023,10:50:30 PM,16.8,48.9
7/4/2023,10:51:30 PM,16.8,48.9
7/4/2023,10:52:30 PM,16.9,48.9
7/4/2023,10:53:30 PM,16.8,49
7/4/2023,10:54:30 PM,16.8,49
7/4/2023,10:55:30 PM,16.9,49
7/4/2023,10:56:30 PM,16.9,49
7/4/2023,10:57:30 PM,16.9,49
7/4/2023,10:58:30 PM,16.8,49
7/4/2023,10:59:30 PM,16.8,49.1
7/4/2023,11:00:30 PM,16.8,49.1
7/4/2023,11:01:30 PM,16.8,49.1
7/4/2023,11:02:30 PM,16.8,49.1
7/4/2023,11:03:30 PM,16.8,49.1
7/4/2023,11:04:30 PM,16.8,49.1
7/4/2023,11:05:30 PM,16.8,49.1
7/4/2023,11:06:30 PM,16.8,49.2
7/4/2023,11:07:30 PM,16.7,49.2
7/4/2023,11:08:30 PM,16.7,49.2
7/4/2023,11:09:30 PM,16.7,49.2
7/4/2023,11:10:30 PM,16.7,49.2
7/4/2023,11:11:30 PM,16.6,49.2
7/4/2023,11:12:30 PM,16.7,49.3
7/4/2023,11:13:30 PM,16.6,49.3
7/4/2023,11:14:30 PM,16.6,49.3
7/4/2023,11:15:30 PM,16.6,49.3
7/4/2023,11:16:30 PM,16.6,49.3
7/4/2023,11:17:30 PM,16.6,49.3
7/4/2023,11:18:30 PM,16.6,49.3
7/4/2023,11:19:30 PM,16.6,49.4
7/4/2023,11:20:30 PM,16.6,49.4
7/4/2023,11:21:30 PM,16.6,49.4
7/4/2023,11:22:30 PM,16.6,49.4
7/4/2023,11:23:30 PM,16.6,49.4
7/4/2023,11:24:30 PM,16.6,49.4
7/4/2023,11:25:30 PM,16.7,49.5
7/4/2023,11:26:30 PM,16.6,49.5
7/4/2023,11:27:30 PM,16.6,49.5
7/4/2023,11:28:30 PM,16.6,49.5
7/4/2023,11:29:30 PM,16.6,49.5
7/4/2023,11:30:30 PM,16.6,49.5
7/4/2023,11:31:30 PM,16.6,49.5
7/4/2023,11:32:30 PM,16.6,49.5
7/4/2023,11:33:30 PM,16.6,49.6
7/4/2023,11:34:30 PM,16.7,49.6
7/4/2023,11:35:30 PM,16.6,49.6
7/4/2023,11:36:30 PM,16.6,49.6
7/4/2023,11:37:30 PM,16.7,49.6
7/4/2023,11:38:30 PM,16.7,49.6
7/4/2023,11:39:30 PM,16.7,49.6
7/4/2023,11:40:30 PM,16.6,49.6
7/4/2023,11:41:30 PM,16.6,49.6
7/4/2023,11:42:30 PM,16.6,49.7
7/4/2023,11:43:30 PM,16.5,49.7
7/4/2023,11:44:30 PM,16.5,49.7
7/4/2023,11:45:30 PM,16.6,49.7
7/4/2023,11:46:30 PM,16.6,49.7
7/4/2023,11:47:30 PM,16.6,49.7
7/4/2023,11:48:30 PM,16.5,49.7
7/4/2023,11:49:30 PM,16.5,49.7
7/4/2023,11:50:30 PM,16.5,49.7
7/4/2023,11:51:30 PM,16.5,49.7
7/4/2023,11:52:30 PM,16.5,49.8
7/4/2023,11:53:30 PM,16.5,49.8
7/4/2023,11:54:30 PM,16.5,49.8
7/4/2023,11:55:30 PM,16.5,49.8
7/4/2023,11:56:30 PM,16.4,49.8
7/4/2023,11:57:30 PM,16.5,49.8
7/4/2023,11:58:30 PM,16.5,49.8
7/4/2023,11:59:30 PM,16.5,49.8
7/5/2023,12:00:30 AM,16.5,49.8
7/5/2023,12:01:30 AM,16.5,49.9
7/5/2023,12:02:30 AM,16.5,49.9
7/5/2023,12:03:30 AM,16.5,49.9
7/5/2023,12:04:30 AM,16.5,49.9
7/5/2023,12:05:30 AM,16.5,49.9
7/5/2023,12:06:30 AM,16.5,49.9
7/5/2023,12:07:30 AM,16.5,49.9
7/5/2023,12:08:30 AM,16.5,49.9
7/5/2023,12:09:30 AM,16.5,49.9
7/5/2023,12:10:30 AM,16.4,50
7/5/2023,12:11:30 AM,16.5,50
7/5/2023,12:12:30 AM,16.4,50
7/5/2023,12:13:30 AM,16.5,50
7/5/2023,12:14:30 AM,16.5,50
7/5/2023,12:15:30 AM,16.4,50
7/5/2023,12:16:30 AM,16.5,50
7/5/2023,12:17:30 AM,16.4,50
7/5/2023,12:18:30 AM,16.4,50.1
7/5/2023,12:19:30 AM,16.4,50.1
7/5/2023,12:20:30 AM,16.4,50.1
7/5/2023,12:21:30 AM,16.4,50.1
7/5/2023,12:22:30 AM,16.3,50.1
7/5/2023,12:23:30 AM,16.4,50.1
7/5/2023,12:24:30 AM,16.3,50.1
7/5/2023,12:25:30 AM,16.3,50.1
7/5/2023,12:26:30 AM,16.2,50.1
7/5/2023,12:27:30 AM,16.2,50.1
7/5/2023,12:28:30 AM,16.2,50.2
7/5/2023,12:29:30 AM,16.2,50.2
7/5/2023,12:30:30 AM,16.3,50.2
7/5/2023,12:31:30 AM,16.3,50.2
7/5/2023,12:32:30 AM,16.3,50.2
7/5/2023,12:33:30 AM,16.2,50.2
7/5/2023,12:34:30 AM,16.2,50.2
7/5/2023,12:35:30 AM,16.2,50.2
7/5/2023,12:36:30 AM,16.2,50.2
7/5/2023,12:37:30 AM,16.2,50.2
7/5/2023,12:38:30 AM,16.2,50.3
7/5/2023,12:39:30 AM,16.2,50.3
7/5/2023,12:40:30 AM,16.2,50.3
7/5/2023,12:41:30 AM,16.2,50.3
7/5/2023,12:42:30 AM,16.2,50.3
7/5/2023,12:43:30 AM,16.2,50.3
7/5/2023,12:44:30 AM,16.2,50.3
7/5/2023,12:45:30 AM,16.2,50.3
7/5/2023,12:46:30 AM,16.2,50.3
7/5/2023,12:47:30 AM,16.3,50.3
7/5/2023,12:48:30 AM,16.3,50.4
7/5/2023,12:49:30 AM,16.3,50.4
7/5/2023,12:50:30 AM,16.3,50.4
7/5/2023,12:51:30 AM,16.3,50.4
7/5/2023,12:52:30 AM,16.3,50.4
7/5/2023,12:53:30 AM,16.3,50.4
7/5/2023,12:54:30 AM,16.2,50.4
7/5/2023,12:55:30 AM,16.2,50.4
7/5/2023,12:56:30 AM,16.2,50.4
7/5/2023,12:57:30 AM,16.2,50.4
7/5/2023,12:58:30 AM,16.2,50.4
7/5/2023,12:59:30 AM,16.2,50.5
7/5/2023,1:00:30 AM,16.2,50.5
7/5/2023,1:01:30 AM,16.2,50.5
7/5/2023,1:02:30 AM,16.3,50.5
7/5/2023,1:03:30 AM,16.2,50.5
7/5/2023,1:04:30 AM,16.2,50.5
7/5/2023,1:05:30 AM,16.2,50.5
7/5/2023,1:06:30 AM,16.2,50.5
7/5/2023,1:07:30 AM,16.1,50.6
7/5/2023,1:08:30 AM,16.1,50.6
7/5/2023,1:09:30 AM,16.1,50.6
7/5/2023,1:10:30 AM,16.1,50.6
7/5/2023,1:11:30 AM,16.1,50.6
7/5/2023,1:12:30 AM,16.1,50.6
7/5/2023,1:13:30 AM,16.1,50.6
7/5/2023,1:14:30 AM,16.2,50.6
7/5/2023,1:15:30 AM,16.1,50.6
7/5/2023,1:16:30 AM,16.1,50.7
7/5/2023,1:17:30 AM,16.1,50.7
7/5/2023,1:18:30 AM,16.1,50.7
7/5/2023,1:19:30 AM,16.1,50.7
7/5/2023,1:20:30 AM,16.1,50.7
7/5/2023,1:21:30 AM,16.1,50.7
7/5/2023,1:22:30 AM,16.1,50.7
7/5/2023,1:23:30 AM,16.1,50.7
7/5/2023,1:24:30 AM,16.1,50.7
7/5/2023,1:25:30 AM,16.1,50.8
7/5/2023,1:26:30 AM,16.1,50.8
7/5/2023,1:27:30 AM,16.1,50.8
7/5/2023,1:28:30 AM,16.1,50.8
7/5/2023,1:29:30 AM,16.1,50.8
7/5/2023,1:30:30 AM,16.1,50.8
7/5/2023,1:31:30 AM,16.1,50.8
7/5/2023,1:32:30 AM,16,50.8
7/5/2023,1:33:30 AM,16,50.8
7/5/2023,1:34:30 AM,16.1,50.8
7/5/2023,1:35:30 AM,16.1,50.8
7/5/2023,1:36:30 AM,16.1,50.8
7/5/2023,1:37:30 AM,16.1,50.8
7/5/2023,1:38:30 AM,16,50.9
7/5/2023,1:39:30 AM,16,50.9
7/5/2023,1:40:30 AM,16.1,50.9
7/5/2023,1:41:30 AM,16.1,50.9
7/5/2023,1:42:30 AM,16.1,50.9
7/5/2023,1:43:30 AM,16.1,50.9
7/5/2023,1:44:30 AM,16.1,50.9
7/5/2023,1:45:30 AM,16,50.9
7/5/2023,1:46:30 AM,16.1,50.9
7/5/2023,1:47:30 AM,16,50.9
7/5/2023,1:48:30 AM,16,50.9
7/5/2023,1:49:30 AM,16.1,50.9
7/5/2023,1:50:30 AM,16,50.9
7/5/2023,1:51:30 AM,16,51
7/5/2023,1:52:30 AM,16,51
7/5/2023,1:53:30 AM,16,51
7/5/2023,1:54:30 AM,16,51
7/5/2023,1:55:30 AM,16,51
7/5/2023,1:56:30 AM,16,51
7/5/2023,1:57:30 AM,16,51
7/5/2023,1:58:30 AM,16,51
7/5/2023,1:59:30 AM,16,51
7/5/2023,2:00:30 AM,16,51
7/5/2023,2:01:30 AM,16,51
7/5/2023,2:02:30 AM,16,51
7/5/2023,2:03:30 AM,16,51
7/5/2023,2:04:30 AM,16,51.1
7/5/2023,2:05:30 AM,16,51.1
7/5/2023,2:06:30 AM,16,51.1
7/5/2023,2:07:30 AM,16,51.1
7/5/2023,2:08:30 AM,16,51.1
7/5/2023,2:09:30 AM,16,51.1
7/5/2023,2:10:30 AM,16,51.1
7/5/2023,2:11:30 AM,16,51.1
7/5/2023,2:12:30 AM,16,51.1
7/5/2023,2:13:30 AM,16,51.1
7/5/2023,2:14:30 AM,16,51.1
7/5/2023,2:15:30 AM,16,51.1
7/5/2023,2:16:30 AM,16,51.1
7/5/2023,2:17:30 AM,16,51.1
7/5/2023,2:18:30 AM,16,51.2
7/5/2023,2:19:30 AM,16,51.2
7/5/2023,2:20:30 AM,16,51.2
7/5/2023,2:21:30 AM,16,51.2
7/5/2023,2:22:30 AM,16,51.2
7/5/2023,2:23:30 AM,16,51.2
7/5/2023,2:24:30 AM,16,51.2
7/5/2023,2:25:30 AM,16,51.2
7/5/2023,2:26:30 AM,16,51.2
7/5/2023,2:27:30 AM,15.9,51.2
7/5/2023,2:28:30 AM,15.9,51.2
7/5/2023,2:29:30 AM,16,51.2
7/5/2023,2:30:30 AM,16,51.2
7/5/2023,2:31:30 AM,16,51.3
7/5/2023,2:32:30 AM,15.9,51.3
7/5/2023,2:33:30 AM,15.9,51.3
7/5/2023,2:34:30 AM,16,51.3
7/5/2023,2:35:30 AM,16,51.3
7/5/2023,2:36:30 AM,15.9,51.3
7/5/2023,2:37:30 AM,16,51.3
7/5/2023,2:38:30 AM,15.9,51.3
7/5/2023,2:39:30 AM,15.9,51.3
7/5/2023,2:40:30 AM,15.9,51.3
7/5/2023,2:41:30 AM,16,51.3
7/5/2023,2:42:30 AM,15.9,51.4
7/5/2023,2:43:30 AM,16,51.4
7/5/2023,2:44:30 AM,15.9,51.4
7/5/2023,2:45:30 AM,15.9,51.4
7/5/2023,2:46:30 AM,15.9,51.4
7/5/2023,2:47:30 AM,15.9,51.4
7/5/2023,2:48:30 AM,15.9,51.4
